,relationship,trend,surface_level,spatial_autocorrelation,algorithm,spatial_autocorrelation_val,bandwidth,Coordinates,No_coordinates,Add_coordinates_change,Geographical,Geographical_change,Multiscale,Multiscale_change
11,linear,none,medium,none,RandomForest,0.09435742654863943,15.0,0.3753463001986274,0.3905353148181019,3.8892806983534896,0.3353825090985937,14.12236067439804,0.3433240314085919,12.088864084288867
12,polynom2,none,medium,high,RandomForest,0.931450026501895,10.0,0.29287778236041967,0.30298007815251515,3.3343102469628896,0.14255617145184293,52.94866503398203,0.1510134113839115,50.15731321189578
13,polynom2,none,medium,low,RandomForest,0.48478019536715,10.0,0.29175947434416827,0.2776739566151569,-5.0726823288412355,0.2274988861440043,18.06977906130856,0.23343268159665367,15.932813994442979
14,polynom2,none,medium,none,RandomForest,0.26070810892398893,10.0,0.34207967134946565,0.33777948780457784,-1.2730742096973289,0.2699568730583658,20.07896192484334,0.28210614161260833,16.48215720670975
15,polynom3,none,medium,high,RandomForest,0.7760178582449329,15.0,0.5691068038829548,0.5541703214117727,-2.695287332084247,0.45580336543111366,17.7503110830737,0.4563897408464282,17.64449967588381
16,polynom3,none,medium,low,RandomForest,0.6014974256292925,10.0,0.5652783663920417,0.5795175546182391,2.457076254674902,0.4297495228596389,25.84357118521816,0.4409342881864465,23.913557980669836
17,polynom3,none,medium,none,RandomForest,0.4601449317807753,10.0,0.7118660120470296,0.7286745838992481,2.306732281270646,0.5550332858467765,23.829745388303618,0.5738480682865996,21.24768985136662
18,linear,none,large,high,RandomForest,0.8698231205272466,10.0,0.3475936458502796,0.357307424314896,2.718605269185683,0.18628797545913842,47.8633907995815,0.19120480574620122,46.487312399730065
19,linear,none,large,low,RandomForest,0.41785667113853237,15.0,0.3016152926549951,0.30452499402132716,0.9554885226032659,0.23517089910105918,22.774516470530106,0.23700406164488852,22.1725420579796
20,linear,none,large,none,RandomForest,0.20379941067458107,15.0,0.3190430368249497,0.33422970452000494,4.54378156389934,0.29979362645122787,10.303117168544768,0.3060371065407907,8.435096461489652
21,polynom2,none,large,high,RandomForest,0.8432310550254387,10.0,0.28076384153817824,0.2808320517827945,0.02428862524176581,0.1847123251104139,34.22676509400822,0.1892544264206736,32.60939226158925
22,polynom2,none,large,low,RandomForest,0.6132805755543109,10.0,0.29788811522400616,0.2994915063017773,0.5353711354189471,0.22154738348863387,26.025486924695755,0.22523648322370296,24.7936991586174
23,polynom2,none,large,none,RandomForest,0.14663877609498824,15.0,0.297565579673379,0.3090976351876829,3.7308779497137525,0.24132357703059037,21.926424029721346,0.2464147428434857,20.279317991590716
24,polynom3,none,large,high,RandomForest,0.8115986651821723,15.0,0.4342170764856671,0.4302520943937782,-0.9215485859459952,0.33691164415847047,21.694362782085626,0.34046382457256463,20.86875833753338
25,polynom3,none,large,low,RandomForest,0.4808955366733361,10.0,0.570717723074384,0.543716011291921,-4.966142475426514,0.44920431464863536,17.382547999408164,0.4600797391509826,15.382344901377962
26,polynom3,none,large,none,RandomForest,0.039656812592547656,15.0,0.7650585839053254,0.8064893794987911,5.13717807656855,0.715884896705072,11.234429751576764,0.7310566718584607,9.35321773080379
27,linear,linear,small,high,RandomForest,0.8322423640366086,10.0,0.2816871031360607,0.28460206846898384,1.0242249287238756,0.15000055223936012,47.29463736989413,0.15338157916655615,46.10665340850402
28,linear,linear,small,low,RandomForest,0.8758698633199993,5.0,0.320773104106616,0.2798760263267096,-14.612569113785314,0.12770712967454725,54.37010759704369,0.13515413797864628,51.709283659445745
29,linear,linear,small,none,RandomForest,0.07346757869777616,15.0,0.403037976170489,0.4298346812378565,6.234188686263571,0.3283560763817296,23.608752221641225,0.33079253304640127,23.041916465704762
30,polynom2,linear,small,high,RandomForest,0.609311052085638,10.0,0.22209176722892582,0.21594911603090133,-2.844490086796882,0.16319285957171228,24.429947864032872,0.16786884786194656,22.264628377582575
31,polynom2,linear,small,low,RandomForest,0.7232708125938139,10.0,0.2834270936309256,0.26581764198385277,-6.624636166226519,0.16462173479815953,38.06967303992578,0.16948514896188727,36.24006755270866
32,polynom2,linear,small,none,RandomForest,0.08165450661379833,15.0,0.31727395968886984,0.3203766153158041,0.9684401041180435,0.27301202794723817,14.784033885206425,0.27891568457054183,12.941309934369919
33,polynom3,linear,small,high,RandomForest,0.7730697549553119,10.0,0.6129180673656387,0.5780909094894706,-6.024512287682397,0.42799627943230306,25.9638454079343,0.4379662012319679,24.239216697119673
34,polynom3,linear,small,low,RandomForest,0.40049615077938105,10.0,0.633938106056991,0.6422243567828458,1.2902423644229186,0.5131205571722384,20.102600944215062,0.5185349759245649,19.259528162072467
35,polynom3,linear,small,none,RandomForest,0.13772299843932972,15.0,0.6525806984212299,0.6580856963393676,0.8365168774765279,0.5785692316410805,12.08299544278217,0.5816158797328537,11.62003930975569
36,linear,linear,medium,high,RandomForest,0.8371889669539662,5.0,0.1764313692739005,0.18362664548798716,3.918427086093766,0.0958835625840672,47.783415457349896,0.1024995181866263,44.18047668722903
37,linear,linear,medium,low,RandomForest,0.4068373316578445,10.0,0.14812715135278992,0.15275938420248883,3.0323720365085354,0.1023647614002675,32.98954304203085,0.10300204984277173,32.57235856211735
38,linear,linear,medium,none,RandomForest,0.2597673413768961,10.0,0.18619694691363742,0.19107017871136053,2.550493138484392,0.14362711725786897,24.830175893204792,0.15005368065858143,21.466718840903226
39,polynom2,linear,medium,high,RandomForest,0.7390530154131721,15.0,0.11664994548743882,0.11972217568233445,2.566132946871394,0.09499603387796009,20.65293389754428,0.0955783527870458,20.166542044266563
40,polynom2,linear,medium,low,RandomForest,0.3892840992799351,10.0,0.1364716190925758,0.14061931904617475,2.949594679972093,0.10214231975897782,27.36252710380595,0.10276378248348828,26.920580201541128
41,polynom2,linear,medium,none,RandomForest,0.049302733472441226,15.0,0.17555918341903853,0.18658607479099273,5.909814751345267,0.1521008964109289,18.482182241463065,0.15529095595774126,16.77248362092787
42,polynom3,linear,medium,high,RandomForest,0.7805709602273811,10.0,0.3450663667979514,0.3563014524359936,3.1532528316202955,0.252110379143824,29.24239364724077,0.25610936353224406,28.120033813712325
43,polynom3,linear,medium,low,RandomForest,0.3539351091838998,15.0,0.2925550341093176,0.2900206036679102,-0.8738794448926295,0.23063612045555382,20.475953246533805,0.23208591042683108,19.976061186127865
44,polynom3,linear,medium,none,RandomForest,0.03931584591209052,15.0,0.38639785800871596,0.4032078691458568,4.169068221002402,0.35769802509496895,11.286943418860979,0.3586725304847786,11.045255330810017
45,linear,linear,large,high,RandomForest,0.9137353924642161,5.0,0.3509290716148813,0.3734648411259502,6.034241253641532,0.1748133444533326,53.19148546184641,0.1820031610150728,51.26631988533222
46,linear,linear,large,low,RandomForest,0.6334470592715884,10.0,0.3418485631263207,0.3640615911311756,6.101447817067649,0.20408940142866888,43.94096867111337,0.21101364557720204,42.039025616088296
47,linear,linear,large,none,RandomForest,0.10571504306527243,15.0,0.4419904181050146,0.4573510349167587,3.358605455990683,0.37547841656449504,17.901483128198254,0.3855200683728903,15.705871652163673
48,polynom2,linear,large,high,RandomForest,0.8138584761503566,10.0,0.3174228370234549,0.3210261115430067,1.1224241237675965,0.2343318242133999,27.00536941151364,0.24378241621450514,24.06149922111663
49,polynom2,linear,large,low,RandomForest,0.4565859911096394,10.0,0.3998959766390844,0.40954289221955975,2.3555324152234505,0.32632166415757463,20.320515785528382,0.3317615042807978,18.992244626006745
50,polynom2,linear,large,none,RandomForest,0.13041721318237878,15.0,0.4096429865004547,0.3994353892597581,-2.555506476182186,0.349790111383837,12.428863143029153,0.3593143495597054,10.04443791883483
51,polynom3,linear,large,high,RandomForest,0.8704367211272213,10.0,0.6303498222777904,0.6150496777578656,-2.4876274345351646,0.41812588915392784,32.01754195235319,0.42860353554774017,30.31399721885978
52,polynom3,linear,large,low,RandomForest,0.608723103551227,10.0,0.5598122328860843,0.550256581701304,-1.7365809883156287,0.41982162313441784,23.704388626048313,0.4276741398414985,22.277324058678317
53,polynom3,linear,large,none,RandomForest,0.09309775759134276,20.0,0.7253439130366448,0.7408124521330957,2.0880506330462905,0.6723163146907503,9.246083437868464,0.6823316109691135,7.894149321544522
54,linear,nonlinear,small,high,RandomForest,0.9148152634121958,10.0,0.23219626875410757,0.25232308509325774,7.976605205073238,0.1032866282796418,59.06572391445379,0.10554958778583828,58.16887394713507
55,linear,nonlinear,small,low,RandomForest,0.45674702722045124,10.0,0.25439147813982094,0.25451315765161925,0.04780873135245448,0.18062247423941477,29.032166389349097,0.18546988125903136,27.127586262984167
56,linear,nonlinear,small,none,RandomForest,0.14484424282335454,15.0,0.3258429868841164,0.34894659700804087,6.620958714605861,0.28995102405178186,16.906762657123593,0.29689392925461405,14.917087084310312
57,polynom2,nonlinear,small,high,RandomForest,0.8454641901310509,10.0,0.24458187502802547,0.2280978020552056,-7.226756603656486,0.1767036104146068,22.53164702926864,0.17786573659774046,22.02216111021871
58,polynom2,nonlinear,small,low,RandomForest,0.6501416787963713,10.0,0.27523233193454344,0.27770459055093843,0.8902476590287107,0.19890412054493667,28.375645447440906,0.20152092938006674,27.433345995372584
59,polynom2,nonlinear,small,none,RandomForest,0.2670208231811568,10.0,0.2832176285589242,0.31438302661475515,9.913193594265199,0.20737615754236147,34.0371012470466,0.21473427347761093,31.696607227862135
60,polynom3,nonlinear,small,high,RandomForest,0.7205932949758275,15.0,0.5972455702333507,0.5687903576404766,-5.002759313803309,0.4436416176357851,22.002612794606488,0.4472738624490765,21.36402165737991
61,polynom3,nonlinear,small,low,RandomForest,0.6047306342914814,10.0,0.5546822720379612,0.5617321638386098,1.2550272628992851,0.441590831120934,21.387654197453678,0.45028995827964013,19.839028763713078
62,polynom3,nonlinear,small,none,RandomForest,0.04873670687637153,15.0,0.7185850512468879,0.7464818653054964,3.7371053946758415,0.6536141928608292,12.440713801756091,0.6645894760916435,10.970445903644098
63,linear,nonlinear,medium,high,RandomForest,0.8951574640125156,5.0,0.137794135864464,0.1478535466343982,6.803631701042918,0.05448660348190744,63.14826074707693,0.058243132920230596,60.60755102192436
64,linear,nonlinear,medium,low,RandomForest,0.3727911936283303,10.0,0.19224798878058877,0.1920342708190868,-0.11129157342092584,0.1275489620881319,33.58010445526452,0.13602309876072305,29.16727926711124
65,linear,nonlinear,medium,none,RandomForest,0.20158401608105855,10.0,0.185481562744945,0.19141578895329986,3.100175926345676,0.130755856792913,31.690140344267114,0.13417829287831887,29.902181208753554
66,polynom2,nonlinear,medium,high,RandomForest,0.7714269396729864,15.0,0.1224007365613025,0.11798210907634848,-3.7451673982998877,0.08931155655322691,24.30076284241394,0.08950591317751536,24.136028862143526
67,polynom2,nonlinear,medium,low,RandomForest,0.7964922671478016,15.0,0.14537298530644993,0.13740649607931932,-5.797752984350809,0.0964397752769864,29.814253307707123,0.0978409355469465,28.794534218770256
68,polynom2,nonlinear,medium,none,RandomForest,0.1083979091003423,15.0,0.15603849098250647,0.15607155361108332,0.021184275937463134,0.128013404799859,17.977746848822157,0.13184890793232457,15.520218206528188
69,polynom3,nonlinear,medium,high,RandomForest,0.7863749312806599,10.0,0.2994582659952682,0.3018496265507849,0.7922357177786209,0.21805082628189296,27.761770397550308,0.2234009344966306,25.989328842504182
70,polynom3,nonlinear,medium,low,RandomForest,0.6692894325130833,10.0,0.3887202390469424,0.37517764206006204,-3.6096492617522085,0.2613363578156931,30.343301807452626,0.2654392542125119,29.249714147407047
71,polynom3,nonlinear,medium,none,RandomForest,0.0614389973721103,15.0,0.3792264537849859,0.391004075509355,3.012148072632391,0.34200402503814836,12.531851594481472,0.352180577092352,9.929179987811693
72,linear,nonlinear,large,high,RandomForest,0.8667028105651831,5.0,0.37824994511768334,0.3624530061465242,-4.358341275495756,0.18557852567839117,48.799286381592395,0.1966969988981994,45.73172368208108
73,linear,nonlinear,large,low,RandomForest,0.7355849284895352,10.0,0.32942069465584745,0.33587944898675864,1.9229382298902788,0.18652493030330192,44.46670349555823,0.19059399919039657,43.25523643516804
74,linear,nonlinear,large,none,RandomForest,0.09904255123926121,15.0,0.42307716819329466,0.44138913359059984,4.1487123274516335,0.3391444622189957,23.16429281796475,0.34635335217511254,21.531065036058525
75,polynom2,nonlinear,large,high,RandomForest,0.7125481234137451,10.0,0.297850488114971,0.2884574080768696,-3.256314372622489,0.20216739150239973,29.914300745389372,0.2087430773562764,27.63469700849233
76,polynom2,nonlinear,large,low,RandomForest,0.38938825248178255,10.0,0.32194011306618964,0.313129885471485,-2.81360164055849,0.24709001476308504,21.090248415274264,0.25138829251411926,19.717566358893016
77,polynom2,nonlinear,large,none,RandomForest,0.29770662177500234,15.0,0.39445366634643575,0.3972885227231004,0.7135510377279287,0.325772914572125,18.000924784031554,0.3268686731860861,17.725115504052724
78,polynom3,nonlinear,large,high,RandomForest,0.7279988698552425,10.0,0.6289444137849273,0.6357627123275524,1.0724596473522499,0.4789990289464895,24.657577479991694,0.4820165250893322,24.1829513208394
79,polynom3,nonlinear,large,low,RandomForest,0.6548003675150991,10.0,0.6604651727653945,0.6596733031489586,-0.12003966397547987,0.4599834902256803,30.27101626972874,0.4732173763601605,28.264888983493563
80,polynom3,nonlinear,large,none,RandomForest,0.09706640119097154,15.0,0.6656125054128343,0.6464470587234384,-2.9647356934754376,0.5759855256741863,10.899814934326567,0.6043984227433555,6.504575341887674
81,linear,random_con,small,high,RandomForest,0.8292596710924408,10.0,0.29072274438883755,0.29511849669606116,1.4894872251096958,0.18595373959346845,36.99014406915339,0.18985365730477072,35.66866888038583
82,linear,random_con,small,low,RandomForest,0.7833216779886366,10.0,0.231353998800512,0.2640522455606159,12.383248887234966,0.11495017244801572,56.466883209433746,0.11861725694987633,55.078110887473386
83,linear,random_con,small,none,RandomForest,0.04089345112492227,15.0,0.4191077052304894,0.4342076424473561,3.4775843952809824,0.3855182227480044,11.21339537575156,0.3965287522627901,8.677620221558913
84,polynom2,random_con,small,high,RandomForest,0.8674548296436001,10.0,0.21907873766446218,0.2402956632391505,8.829508318496996,0.1159948044873645,51.72829882829701,0.11858206928792997,50.65159824798293
85,polynom2,random_con,small,low,RandomForest,0.5745479624895665,10.0,0.24866319695190775,0.22711319892657303,-9.488659455808184,0.1835492433551644,19.181604493842343,0.18509363069342963,18.501596750758885
86,polynom2,random_con,small,none,RandomForest,0.2472028073949443,10.0,0.3436024058174377,0.33143640604934915,-3.6706890208908027,0.22984849079526876,30.650801601727025,0.23348714525736078,29.552957672792363
87,polynom3,random_con,small,high,RandomForest,0.7277813513765695,10.0,0.6396200720619541,0.6214051091505571,-2.9312541276489252,0.4529230253389408,27.113083128963407,0.46362212327512364,25.391324202518756
88,polynom3,random_con,small,low,RandomForest,0.31212790205299923,15.0,0.5161595996053456,0.5087086032256442,-1.4646884940525562,0.40563706759839036,20.26140996509452,0.40490158571406015,20.40598819311477
89,polynom3,random_con,small,none,RandomForest,0.16011954281753935,15.0,0.6069137015227191,0.606945002645164,0.005157159595773397,0.4690314917639435,22.722571284081962,0.4811560106077331,20.724940725967304
90,linear,random_con,medium,high,RandomForest,0.7722286381545833,10.0,0.1552193424437048,0.1743514537135218,10.973301835069927,0.10986941256447515,36.983942362188486,0.11470892532013947,34.20821973264497
91,linear,random_con,medium,low,RandomForest,0.4615422326619351,10.0,0.18686622959262178,0.18856360715607245,0.9001618016597287,0.11603164531222733,38.46551460155885,0.12008605600445345,36.31535914294466
92,linear,random_con,medium,none,RandomForest,0.22390605206107136,10.0,0.14408414303932995,0.14602612839306134,1.3298889555601348,0.11141369063988761,23.702907235893267,0.1134390445543669,22.31592674358876
93,polynom2,random_con,medium,high,RandomForest,0.8639787830158081,10.0,0.15625568699080983,0.1647430855344473,5.15189970863013,0.10121691854879648,38.560748561655224,0.10038753907692179,39.064186669047764
94,polynom2,random_con,medium,low,RandomForest,0.24489698782544603,10.0,0.15140164944335613,0.15964529829416158,5.163727926152728,0.11845381738930795,25.801875373087668,0.1245988934285117,21.952669599497728
95,polynom2,random_con,medium,none,RandomForest,0.06603022492460871,15.0,0.18839989487649123,0.19007434986415664,0.8809473707852332,0.1615789202308285,14.991728054676182,0.1667562808297059,12.267867311457769
96,polynom3,random_con,medium,high,RandomForest,0.8673330810777516,10.0,0.27787924834646155,0.2804312510576994,0.9100279307717967,0.19390412216972008,30.855023668591112,0.19572685888907634,30.20504735087279
97,polynom3,random_con,medium,low,RandomForest,0.23917932460656405,15.0,0.2999092685754169,0.3012130819998436,0.432854182750064,0.2499268649199564,17.02655699393356,0.25443371367743645,15.53032425146509
98,polynom3,random_con,medium,none,RandomForest,0.10911409890821942,15.0,0.4024982316759865,0.403294148090266,0.1973538217820517,0.32336440410465256,19.81921740350257,0.3287709130501244,18.478630397449177
99,linear,random_con,large,high,RandomForest,0.8325543887390312,10.0,0.2973904405554253,0.3043894440395602,2.29935814831518,0.1813010283205305,40.43780693756004,0.18887222397960057,37.950468494218335
100,linear,random_con,large,low,RandomForest,0.8289127677540686,10.0,0.33390802734164976,0.31992405287823894,-4.371029417013865,0.18316001083429012,42.74890894058545,0.1836282124180408,42.602561212261044
101,linear,random_con,large,none,RandomForest,0.041770167911074706,15.0,0.461689581345017,0.49105977356613856,5.9809810947924955,0.43349308284668253,11.722949795174504,0.4451646121035488,9.346145608566808
102,polynom2,random_con,large,high,RandomForest,0.7413297668337759,10.0,0.3128705682698285,0.3064701439948478,-2.088433212955426,0.2422688244164948,20.94863752190892,0.24344136040846223,20.566043649408524
103,polynom2,random_con,large,low,RandomForest,0.8047571003144856,15.0,0.2488622371494304,0.24305192783604934,-2.3905629406487985,0.19542314652567716,19.596133935008396,0.19542124016531504,19.596918277835503
104,polynom2,random_con,large,none,RandomForest,0.031050893421698384,15.0,0.48902199727595613,0.4957383934134965,1.3548267043214908,0.4744158103530118,4.301176455925519,0.478995599137927,3.3773446838127614
105,polynom3,random_con,large,high,RandomForest,0.6926469851108472,10.0,0.6595600975169327,0.6753516121981141,2.3382656376259625,0.524017616162413,22.408178688304858,0.5298096737183392,21.55054283591171
106,polynom3,random_con,large,low,RandomForest,0.29146436648515256,15.0,0.7331716767381207,0.7414711216362326,1.1193213944458498,0.637205256587494,14.062026423719795,0.6358731425420653,14.241684674264892
107,polynom3,random_con,large,none,RandomForest,0.11499688191722726,15.0,0.6397424353577409,0.6422710862512345,0.3937046128376565,0.5515344126501193,14.127472891660291,0.5508807419499134,14.229247783010477
108,linear,random_dis,small,high,RandomForest,0.8187964456604727,10.0,0.3081580471030937,0.28110555846612084,-9.6236050203302,0.22474375400109697,20.05004980071095,0.22922154659474508,18.45712769056784
109,linear,random_dis,small,low,RandomForest,0.37054324691274676,15.0,0.3128966332961253,0.32988279321776537,5.149150022634547,0.2641593614973719,19.92326761857127,0.2677968103899081,18.82061874832995
110,linear,random_dis,small,none,RandomForest,0.2687411501946338,10.0,0.24815452105324745,0.2725846091780136,8.962387200963304,0.22350797811356754,18.004182705853413,0.2255954134018616,17.238389180463713
111,polynom2,random_dis,small,high,RandomForest,0.8458605960809064,10.0,0.29756321907196853,0.3127525901669054,4.856673157153005,0.15552454563954773,50.27233969299836,0.15794758465277223,49.49759342728993
112,polynom2,random_dis,small,low,RandomForest,0.5401285563630532,10.0,0.2653388961054986,0.2678836985470678,0.9499653974361023,0.19511810107788863,27.163130068698106,0.1972021669642039,26.385155933796018
113,polynom2,random_dis,small,none,RandomForest,0.1666387943219675,15.0,0.3356794650494493,0.3395124214725357,1.1289591133255366,0.2736879389211107,19.387945296943943,0.283300629778789,16.55662300953364
114,polynom3,random_dis,small,high,RandomForest,0.7010063833700844,15.0,0.5646291903946441,0.49017805953451077,-15.188589005969499,0.3811844132672873,22.235521184021867,0.38724786491096524,20.99853157876781
115,polynom3,random_dis,small,low,RandomForest,0.315959727913177,10.0,0.5763871904474857,0.5915717660029768,2.566818842299976,0.4510253385729203,23.758136460716287,0.4596393150886247,22.302019551367195
116,polynom3,random_dis,small,none,RandomForest,0.11401519199442493,15.0,0.5085562617153203,0.5424228369972612,6.243574748699587,0.4534012058093323,16.411851624967337,0.46225022213563266,14.780464499881186
117,linear,random_dis,medium,high,RandomForest,0.9226299096486184,5.0,0.1774673700244794,0.17298008249209074,-2.594106481937793,0.07654449161570089,55.74953456320569,0.08006975000881181,53.71157831857729
118,linear,random_dis,medium,low,RandomForest,0.49279448482689275,10.0,0.18046025750145434,0.1895859616446863,4.813491496978537,0.13255164192715813,30.083619706199237,0.1372920515921661,27.58321850355522
119,linear,random_dis,medium,none,RandomForest,0.0783199956745356,15.0,0.19279124535966494,0.20581694726724745,6.328780054573935,0.17219350592376903,16.336575675578036,0.1748444296797144,15.048574958852209
120,polynom2,random_dis,medium,high,RandomForest,0.9081299679814535,10.0,0.13257366870449588,0.128602887551343,-3.087629857119347,0.08403548778850348,34.65505371723989,0.08500968377495301,33.89753107914158
121,polynom2,random_dis,medium,low,RandomForest,0.4293787254399936,15.0,0.1381957706213789,0.13633524145441134,-1.3646722205642525,0.10698741674526425,21.526220510608475,0.10833781323836189,20.535723498470063
122,polynom2,random_dis,medium,none,RandomForest,0.19731919024695396,15.0,0.14948050614734185,0.1580920349769216,5.447161731352793,0.12115558603646837,23.363889866965934,0.12390345013795157,21.625747839833238
123,polynom3,random_dis,medium,high,RandomForest,0.7058193685917198,15.0,0.34481316443187354,0.3429468554339804,-0.544197728692228,0.2745200027459925,19.952611200180712,0.275495145095507,19.66826908300908
124,polynom3,random_dis,medium,low,RandomForest,0.398488002123799,15.0,0.2766413045382276,0.2717558022672631,-1.7977545392608694,0.24232269589326758,10.83071865565873,0.2460199057822148,9.47022888576188
125,polynom3,random_dis,medium,none,RandomForest,0.23946328256356103,15.0,0.3614731840867235,0.3569493696286917,-1.2673546566947538,0.2793065350628222,21.75177803133135,0.2878346791675429,19.36260331067226
126,linear,random_dis,large,high,RandomForest,0.8823493118318723,10.0,0.28392797619227456,0.2596727920892484,-9.340672123512164,0.17284989952186053,33.43549852444581,0.17447266218482052,32.81057257440548
127,linear,random_dis,large,low,RandomForest,0.4020236881507064,10.0,0.4001627602028076,0.4138881271843411,3.3162021522352965,0.24572228948944697,40.630746969940255,0.25689492639788497,37.93131295030677
128,linear,random_dis,large,none,RandomForest,0.09765853241571996,15.0,0.3787619284748789,0.40111066337518203,5.571712981212638,0.3180947876740649,20.69650180889546,0.32990680498491753,17.751674261440268
129,polynom2,random_dis,large,high,RandomForest,0.77998233565278,15.0,0.37533328396983484,0.3557507166622468,-5.504575645361228,0.29557349073919303,16.91555999876919,0.295720953290593,16.87410890830239
130,polynom2,random_dis,large,low,RandomForest,0.5096222652019547,10.0,0.2980413584895815,0.29516477722683443,-0.9745679310971564,0.2257012944763485,23.533798105287868,0.23274832056736094,21.14630927372014
131,polynom2,random_dis,large,none,RandomForest,0.2797926066921807,10.0,0.38305923414591325,0.38691494787705216,0.9965274674174953,0.3138175620558654,18.89236542094375,0.3170405343265365,18.059372979489865
132,polynom3,random_dis,large,high,RandomForest,0.632974122036046,10.0,0.6181553373338846,0.57169967139964,-8.125886415241679,0.4549052910845367,20.42932437396129,0.4605088338826963,19.44916939425998
133,polynom3,random_dis,large,low,RandomForest,0.460630874982168,15.0,0.5825209349971884,0.6105514369157781,4.5910139955098215,0.5310766011963559,13.016894386637116,0.5394703731525814,11.642108996133913
134,polynom3,random_dis,large,none,RandomForest,0.2672494859083723,15.0,0.6306732787693488,0.6586892337679987,4.253288738057261,0.5687573372528656,13.653160231674383,0.5785269746988092,12.169966497042212
